sourcemmsi,imonumber,callsign,shipname,shiptype,tobow,tostern,tostarboard,toport,eta,draught,destination,mothershipmmsi,t
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443681506
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443681511
228236700,0,FMIE ,LES CALANQUES ,30,20,4,4,4,00-00 24:60 ,0, ,,1443681522
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443681552
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443681572
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443681598
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443681617
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443681684
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443681705
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443681732
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443681767
273350190,9598830,UCNO ,NEVA-LEADER 3 ,70,122,18,13,4,16-10 00:00 ,3.6,ROSTOV ON DON ,,1443681812
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443681824
228037900,9682033,FIIA ,ALMAK ,99,21,23,5,5,01-10 15:00 ,3.1,CONCARNEAU (FRANCE) ,,1443681825
244281000,9112882,PDTM ,DUTCH FAITH ,80,83,17,5,12,03-09 08:00 ,5,AVEIRO ,,1443681827
273350190,9598830,UCNO ,NEVA-LEADER 3 ,70,122,18,13,4,16-10 00:00 ,3.6,ROSTOV ON DON ,,1443681828
227003850,9171682,FW3973 ,COTES DE BRETAGNE ,33,63,12,1,11,30-09 18:35 ,4.2,QUIMPER ,,1443681830
226216000,0,FNSD ,FV DAMIEN FLORENT ,30,10,10,4,4,00-00 24:60 ,0, ,,1443681839
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443681852
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443681859
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443681863
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443681866
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443681871
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443681912
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443681931
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443681959
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443681975
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443682044
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443682066
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443682093
304010859,9108439,V2KZ ,PAMIR ,70,73,15,8,3,10-07 08:00 ,5,LA PALMA ,,1443682095
305994000,9312729,V2GM2 ,VENTURA ,70,94,12,8,6,02-10 23:00 ,6.4,GHENT ,,1443682096
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443682097
245864000,9234288,PBGT ,KWINTEBANK ,70,118,14,14,2,04-10 18:00 ,7,CASABLANCA ,,1443682120
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443682127
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443682127
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443682145
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443682184
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443682208
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443682213
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443682218
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443682222
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443682227
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443682231
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443682272
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443682292
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443682318
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443682335
248373000,9165451,9HA2337 ,BITTEN THERESA ,80,78,28,10,6,01-10 19:00 ,4.2,ST NAZAIRE ,,1443682343
226338000,9212163,FISL ,BAIE DE SEINE ,69,52,147,15,15,30-09 12:30 ,6,PORTSMOUTH LH ,,1443682365
255801480,9206774,CQQA ,AUTOSKY ,70,121,19,19,4,02-10 07:00 ,6.5,SANTANDER ,,1443682390
228946000,0,FHIH ,F/V AR ZANTEZ ,99,10,10,3,3,00-00 24:60 ,3.4, ,,1443682397
305260000,9433456,V2DM8 ,SOPHIA ,71,120,10,7,14,02-10 09:00 ,7.4,THAMESPORT ,,1443682400
209273000,9472012,5BMF2 ,ALTAMAR ,70,70,8,8,7,03-10 04:00 ,3.3,ANTWERP ,,1443682402
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443682404
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443682405
228021700,0,FIDF ,F\V BARA AR VICHER ,90,15,10,4,4,00-00 24:60 ,0, ,,1443682411
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443682421
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443682424
636091129,9286786,A8JS5 ,RIO THOMPSON ,71,15,194,15,15,02-10 13:30 ,11.1,ROTTERDAM ,,1443682428
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443682452
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443682488
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443682505
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443682543
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443682545
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443682569
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443682573
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443682576
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443682581
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443682591
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443682633
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443682651
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443682678
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443682696
228370000,0,FVBW ,F/V OCEANIE ,30,8,8,1,3,00-00 24:60 ,0, ,,1443682700
248373000,9165451,9HA2337 ,BITTEN THERESA ,80,78,28,10,6,01-10 19:00 ,4.2,ST NAZAIRE ,,1443682702
248373000,9165451,9HA2337 ,BITTEN THERESA ,80,78,28,10,6,01-10 19:00 ,4.2,ST NAZAIRE ,,1443682705
269837000,9542829,HBDV ,ROMANDIE ,70,147,34,11,19,04-10 03:00 ,6.3,SKAW ,,1443682708
228843000,0,FPOA ,F/V L ESPOIR ,30,9,10,6,2,15-05 11:25 ,4.1,FISHIN CHANEL 13/16 ,,1443682712
235089915,9594286,2FBR8 ,VECTIS EAGLE ,70,78,31,13,4,10-10 12:00 ,7.1,DAKAR ,,1443682712
227392000,0,FGSK ,F/V ALYA ,90,12,12,3,3,00-00 24:60 ,0,227391000 ,,1443682714
227867000,0,FGTS ,F/V KREIZ AR MOR ,30,11,11,4,2,00-00 24:60 ,0,DOUARNENEZ ,,1443682731
255801560,9131955,CQQE ,AUTOPRIDE ,70,101,24,8,10,02-10 13:00 ,5,SANTANDER ,,1443682741
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443682764
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443682847
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443682848
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443682865
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443682903
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443682904
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443682933
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443682935
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443682943
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443682951
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443682958
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443682993
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443683012
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443683038
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443683056
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443683124
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443683146
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443683169
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443683207
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443683208
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443683225
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443683265
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443683293
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443683294
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443683304
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443683305
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443683311
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443683352
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443683372
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443683398
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443683416
228843000,0,FPOA ,F/V L ESPOIR ,30,9,10,6,2,15-05 11:25 ,4.1,FISHIN CHANEL 13/16 ,,1443683431
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443683484
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443683499
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443683505
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443683530
228293000,0,FHAO ,F/V BARR AVEL ,30,8,8,4,2,00-00 24:60 ,0, ,,1443683582
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443683624
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443683625
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443683627
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443683649
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443683651
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443683654
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443683662
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443683664
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443683672
357289000,9317468,3FHF9 ,SANTA CELIA ,79,194,31,21,11,02-10 10:00 ,8.8,FRBAS ,,1443683674
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443683713
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443683731
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443683758
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443683776
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443683844
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443683859
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443683863
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443683891
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443683928
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443683928
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443683945
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443683984
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443683984
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443684009
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443684009
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443684013
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443684021
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443684025
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443684032
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443684072
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443684092
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443684118
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443684137
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443684204
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443684219
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443684227
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443684259
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443684288
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443684288
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443684306
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443684344
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443684345
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443684348
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443684368
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443684368
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443684374
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443684382
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443684384
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443684392
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443684433
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443684451
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443684478
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443684494
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443684564
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443684579
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443684584
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443684614
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443684648
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443684704
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443684705
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443684726
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443684727
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443684734
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443684741
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443684745
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443684752
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443684792
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443684794
227307000,0,FHCP ,F/V MARIE-LOU ,30,10,9,4,3,00-00 24:60 ,0, ,,1443684799
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443684811
227008170,0,FGA2273 ,MOLENEZ ,0,30,7,4,4,01-10 07:50 ,3,OUESSANT ,,1443684835
227008170,0,FGA2273 ,MOLENEZ ,0,30,7,4,4,01-10 07:50 ,3,OUESSANT ,,1443684836
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443684838
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443684839
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443684858
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443684923
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443684940
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443684946
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443684974
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443685008
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443685009
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443685025
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443685063
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443685065
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443685068
228183600,9268708,FNPN ,PONT AVEN ,60,20,165,16,16,01-10 15:15 ,6.7,PLYMOUTH ,,1443685081
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443685085
228138000,0,FGJI ,F/V LES MENHIRS ,30,9,9,3,3,00-00 24:60 ,0, ,,1443685086
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443685095
227364000,0,FGRH ,LE MUREX ,30,0,0,0,0,28-02 16:00 ,0,ROUTE PECHE ,,1443685095
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443685101
273350190,9598830,UCNO ,NEVA-LEADER 3 ,70,122,18,13,4,16-10 00:00 ,3.6,ROSTOV ON DON ,,1443685111
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443685113
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443685113
357289000,9317468,3FHF9 ,SANTA CELIA ,79,194,31,21,11,02-10 10:00 ,8.8,FRBAS ,,1443685115
228236700,0,FMIE ,LES CALANQUES ,30,20,4,4,4,00-00 24:60 ,0, ,,1443685122
636014208,9400069,A8SG6 ,MAULE ,71,212,94,13,27,04-10 03:00 ,11.9,TANGIER ,,1443685125
227827000,0,FHKN ,BARA HEIZ ,30,12,12,3,3,00-00 24:60 ,0,LI ,,1443685139
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443685152
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443685172
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443685198
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443685216
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443685284
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443685299
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443685305
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443685332
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443685385
